Service #,Service Name,Fund #,Fund,Fund- # & Name,Dept #,Dept Name,SubDept#,SubDept Name,Service Area,Type,Acct #,Acct Name,Acct Cat,AU All,budgetType,Amount,Year,PerCapita
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45122,Soil Evaluations,User Charges,210545-45122,adopted,-200000,2017,-0.3838152774
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45156,Inspection Fees-Multiple Trips,User Charges,210545-45156,adopted,-216,2017,-0.0004145204996
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45157,Well Application Fee,User Charges,210545-45157,adopted,-520,2017,-0.0009979197212
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45336,Well Consultation/Inspection,User Charges,210545-45336,adopted,-14960,2017,-0.02870938275
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210545-45350,adopted,-100100,2017,-0.1920995463
210555,Water/Sewer Progm-Reserve Acct,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210555-47101,adopted,-16630,2017,-0.03191424031
210605,Dental-Children,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45302,Medicaid,User Charges,210605-45302,adopted,-911019,2017,-1.748315051
210605,Dental-Children,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45304,Self Pay,User Charges,210605-45304,adopted,-90321,2017,-0.1733328983
210610,Dental-Children-MedMax,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210610-45309,adopted,-98976,2017,-0.1899425045
210610,Dental-Children-MedMax,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210610-47101,adopted,-97843,2017,-0.1877681909
210615,Laboratory,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210615-44129,adopted,-9984,2017,-0.01916005865
210615,Laboratory,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45302,Medicaid,User Charges,210615-45302,adopted,0,2017,0
210620,Medication Assistance Progm 1,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,49463,Wesley Long Community Health Refund,Other,210620-49463,adopted,-175000,2017,-0.3358383677
210620,Medication Assistance Progm 1,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,49507,Community,Other,210620-49507,adopted,-2000,2017,-0.003838152774
210625,Medication Assistance Progm 2,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210625-44613,adopted,-34000,2017,-0.06524859716
210630,Pharmacy Services,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45304,Self Pay,User Charges,210630-45304,adopted,-39000,2017,-0.07484397909
210630,Pharmacy Services,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,45311,Drug Fees,User Charges,210630-45311,adopted,-38000,2017,-0.0729249027
210630,Pharmacy Services,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,49499,Miscellaneous Refunds,Other,210630-49499,adopted,-1000,2017,-0.001919076387
210635,WIC-Administration,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44116,Health Services WIC,Federal & State Funds,210635-44116,adopted,-115358,2017,-0.2213808138
210640,WIC-Breastfeeding,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44116,Health Services WIC,Federal & State Funds,210640-44116,adopted,-216957,2017,-0.4163570557
210645,WIC-Breastfding Peer Counselor,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44116,Health Services WIC,Federal & State Funds,210645-44116,adopted,-121056,2017,-0.2323157111
210650,WIC-Client Services,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44116,Health Services WIC,Federal & State Funds,210650-44116,adopted,-1335293,2017,-2.562529266
210655,WIC-Nutrition Education,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44116,Health Services WIC,Federal & State Funds,210655-44116,adopted,-697301,2017,-1.338173884
210675,HIV/Syphilis Jail Screening,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210675-44129,adopted,-146814,2017,-0.2817472807
210676,United Way Venture Grant,100,General,100-General,210,Public Health,60,Allied Health,Human Services,Revenue,49511,United Way,Other,210676-49511,adopted,-7500,2017,-0.0143930729
210710,Local Response 1/Ebola,100,General,100-General,210,Public Health,70,PH Preparedness,Human Services,Revenue,44153,DHHS Centers for Disease Control,Federal & State Funds,210710-44153,adopted,0,2017,0
210720,Local Response 3/Preparedness,100,General,100-General,210,Public Health,70,PH Preparedness,Human Services,Revenue,44190,Bioterrorism,Federal & State Funds,210720-44190,adopted,-80000,2017,-0.153526111
230002,Agency General Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,230002-44101,adopted,-490000,2017,-0.9403474296
230002,Agency General Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230002-44142,adopted,-480000,2017,-0.9211566657
230002,Agency General Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230002-44159,adopted,-1760105,2017,-3.377775944
230002,Agency General Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230002-44162,adopted,-422518,2017,-0.8108443168
230002,Agency General Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230002-44163,adopted,-100000,2017,-0.1919076387
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230010-44159,adopted,-8509852,2017,-16.33105603
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45308,Client Fees,User Charges,230010-45308,adopted,-94000,2017,-0.1803931804
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49464,High Point Regional Health System Refund,Other,230010-49464,adopted,-35000,2017,-0.06716767354
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49468,Moses Cone Health System Refund,Other,230010-49468,adopted,-60000,2017,-0.1151445832
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49499,Miscellaneous Refunds,Other,230010-49499,adopted,-13461,2017,-0.02583268724
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44130,Adult Day Care,Federal & State Funds,230025-44130,adopted,-80435,2017,-0.1543609092
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230025-44142,adopted,-22183,2017,-0.04257087149
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44630,Adult Day Care,Federal & State Funds,230025-44630,adopted,-73310,2017,-0.1406874899
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45308,Client Fees,User Charges,230025-45308,adopted,-500,2017,-0.0009595381935
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49412,Client Asst Refunds - Clients,Other,230025-49412,adopted,0,2017,0
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230030-44142,adopted,-1153312,2017,-2.213293826
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230030-44159,adopted,-400000,2017,-0.7676305548
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230030-44642,adopted,-35772,2017,-0.06864920051
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230035-44142,adopted,-100000,2017,-0.1919076387
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230035-44162,adopted,-650000,2017,-1.247399651
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230035-44163,adopted,-135000,2017,-0.2590753122
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230035-44642,adopted,-190791,2017,-0.3661425029
230045,In-Home Aide Servs SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230045-44142,adopted,-59580,2017,-0.1143385711
230055,Child Subsidized Day Care Adm,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44161,Child Care & Development Fund,Federal & State Funds,230055-44161,adopted,-788033,2017,-1.512295522
230055,Child Subsidized Day Care Adm,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44664,Smart Start,Federal & State Funds,230055-44664,adopted,-105636,2017,-0.2027235532
230065,LINKS Program,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44132,Independent Living,Federal & State Funds,230065-44132,adopted,-62544,2017,-0.1200267135
230065,LINKS Program,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44637,Independent Living,Federal & State Funds,230065-44637,adopted,-15636,2017,-0.03000667839
230070,LINKS Program Special Funds,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44132,Independent Living,Federal & State Funds,230070-44132,adopted,-40000,2017,-0.07676305548
230070,LINKS Program Special Funds,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44637,Independent Living,Federal & State Funds,230070-44637,adopted,-25000,2017,-0.04797690967
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44134,Special Permanency Planning,Federal & State Funds,230075-44134,adopted,-135604,2017,-0.2602344344
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230075-44142,adopted,-313908,2017,-0.6024134305
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230075-44162,adopted,-1750000,2017,-3.358383677
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230075-44163,adopted,-1386490,2017,-2.66078022
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44188,Adult Mental Health,Federal & State Funds,230075-44188,adopted,-24374,2017,-0.04677556785
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230075-44642,adopted,-630000,2017,-1.209018124
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44663,IVE Foster Care,Federal & State Funds,230075-44663,adopted,-700000,2017,-1.343353471
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45308,Client Fees,User Charges,230075-45308,adopted,-100000,2017,-0.1919076387
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45403,Service Fees,User Charges,230075-45403,adopted,-9300,2017,-0.0178474104
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49520,Other Private Sources,Other,230075-49520,adopted,-50004,2017,-0.09596149565
230085,Work First Employment Services,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230085-44162,adopted,-586493,2017,-1.125524867
